Heading,Subheading,Title,URL,Filepath,Content Type,Content Hash
PathwayConnect (PC),PathwayConnect General Information,PC 101 Block Lead Student Sign-Up Sheet.pdf,https://missionaries.prod.byu-pathway.psdops.com/PC-101-Block-Lead-Student-Sign-Up-Sheet,./data/pdf/PC--Block-Lead-Student-Sign-Up-Sheetpdf.pdf,pdf,eed7e0a98ebf382f294e23859ec9e6878fecfff87488f04f4072844d7f1e336c
PathwayConnect (PC),PathwayConnect General Information,PC 103 Block LS Sign-Up Sheet Fillable.pdf,https://missionaries.prod.byu-pathway.psdops.com/PC-103-Block-LS-Sign-Up-Sheet-Fillable,./data/pdf/PC--Block-LS-Sign-Up-Sheet-Fillablepdf.pdf,pdf,18e7024bfd8519a8315668dceb79efb91bb03a69e1040ee4fe4182b65630d256
PathwayConnect (PC),PathwayConnect General Information,PC Application Process.pdf,https://missionaries.prod.byu-pathway.psdops.com/PC-Application-Process,./data/pdf/PC-Application-Processpdf.pdf,pdf,aeffe73a90fec71dfc8a767c45f611886bc9fb95e4a6ceb2606104ce8091e612
PathwayConnect (PC),PathwayConnect General Information,PC Application Walkthrough.pdf,https://missionaries.prod.byu-pathway.psdops.com/PC-Application-Walkthrough,./data/pdf/PC-Application-Walkthroughpdf.pdf,pdf,c8290131c07736dc5b1ba3f0c7d975b151a8007ebcbeb4ce6ee77fb63464bccb
PathwayConnect (PC),PathwayConnect General Information,Playing Hymns in a Virtual Gathering.pdf,https://missionaries.prod.byu-pathway.psdops.com/Playing-Hymns-in-a-Virtual-Gathering,./data/pdf/Playing-Hymns-in-a-Virtual-Gatheringpdf.pdf,pdf,2c3ae6973b467648fa9d0a96653ad1ad70b82a26327208d0b8d457ae1f004109
PathwayConnect (PC),PathwayConnect General Information,Shepherding Team Project Groups.pdf,https://missionaries.prod.byu-pathway.psdops.com/Shepherding-Team-Project-Groups,./data/pdf/Shepherding-Team-Project-Groupspdf.pdf,pdf,2871fd4ed184167bd13c3c35565817995a872946d1340935528bb626732dc993
PathwayConnect (PC),PathwayConnect General Information,Students Visiting Another Gathering.pdf,https://missionaries.prod.byu-pathway.psdops.com/Students-Visiting-Another-Gathering,404 Client Error: Not Found for url: https://missionaries.prod.byu-pathway.psdops.com/Students-Visiting-Another-Gathering,404,
Scholarships & Tuition Discounts,Scholarships Available to Students,Scholarships for PathwayConnect.pdf,https://missionaries.prod.byu-pathway.psdops.com/Scholarships-for-PathwayConnect,./data/pdf/Scholarships-for-PathwayConnectpdf.pdf,pdf,523b6d709866ccc71bd128885f3c19315a61b131a90787357d320ce6c81fc97e
Shepherding / Ministering,,BYU-Idaho Tutoring Services.pdf,https://missionaries.prod.byu-pathway.psdops.com/BYU-Idaho-Tutoring-Services,./data/pdf/BYU-Idaho-Tutoring-Servicespdf.pdf,pdf,21b442b5612f9eda179f61e6fc9c6c887b0a5dd0877b32b5054f4c8d9110c32b
Shepherding / Ministering,,Create a Church Account for Friends of the Church.pdf,https://missionaries.prod.byu-pathway.psdops.com/Create-a-Church-Account-for-Friends-of-the-Church,./data/pdf/Create-a-Church-Account-for-Friends-of-the-Churchpdf.pdf,pdf,75a49c1f47cf828dda26a316a0abf4f03891f12dd34d2541d8ca8338d7fe0811
Shepherding / Ministering,,Evaluating Your Gathering.pdf,https://missionaries.prod.byu-pathway.psdops.com/Evaluating-Your-Gathering,./data/pdf/Evaluating-Your-Gatheringpdf.pdf,pdf,91f46b4cf47346040ad58824f8e956c5e43fc64c168c5f3cdfb2a5e09351d946
Shepherding / Ministering,,Explain Gospel Resources.pdf,https://missionaries.prod.byu-pathway.psdops.com/Explain-Gospel-Resources,./data/pdf/Explain-Gospel-Resourcespdf.pdf,pdf,c141580e36a2eaa7c59e37fc7b1a76629983782e2c0115f6963c0e2d575622ff
Shepherding / Ministering,,Helping Students Overcome Obstacles.pdf,https://missionaries.prod.byu-pathway.psdops.com/Helping-Students-Overcome-Obstacles,./data/pdf/Helping-Students-Overcome-Obstaclespdf.pdf,pdf,b2db8ddea815fe8c09f64a577b9fd716c6aa555a22a4843ee87b0ccf85ac9111
Shepherding / Ministering,,Helping Students Register for Next Term.pdf,https://missionaries.prod.byu-pathway.psdops.com/Helping-Students-Register-for-Next-Term,./data/pdf/Helping-Students-Register-for-Next-Termpdf.pdf,pdf,3ac66dba6189cf6db290698c576ba589ee8e37c56e7c278203506a121fbdd4c8
Shepherding / Ministering,,Helping Students Select a Certificate.pdf,https://missionaries.prod.byu-pathway.psdops.com/Helping-Students-Select-a-Certificate,./data/pdf/Helping-Students-Select-a-Certificatepdf.pdf,pdf,b7a61d03094b99b13dea34c31f0c47226588706b4ea52ec39106a929ceaa908d
Shepherding / Ministering,,How a Student Changes Their Church Account Name.pdf,https://missionaries.prod.byu-pathway.psdops.com/How-a-Student-Changes-Their-Church-Account-Name,./data/pdf/How-a-Student-Changes-Their-Church-Account-Namepdf.pdf,pdf,01b606de5463bbb2bd2dc010017f8397c5842e21bc63e9e93d04b7e4077f799c
Shepherding / Ministering,,How Students Update Personal Information in Their Portal.pdf,https://missionaries.prod.byu-pathway.psdops.com/How-Students-Update-Personal-Information-in-Their-Portal,./data/pdf/How-Students-Update-Personal-Information-in-Their-Portalpdf.pdf,pdf,be83987ef78f00a941eef20722cc52ab292244dfaa0bf7048ab90174838b63c3
Shepherding / Ministering,,Improving Your Shepherding.pdf,https://missionaries.prod.byu-pathway.psdops.com/Improving-Your-Shepherding,./data/pdf/Improving-Your-Shepherdingpdf.pdf,pdf,f743b10fcd756771992490daca312860a0267d3351a31718ca708bbc27828bc3
Shepherding / Ministering,,Keep the Spirit in the Gathering.pdf,https://missionaries.prod.byu-pathway.psdops.com/Keep-the-Spirit-in-the-Gathering,./data/pdf/Keep-the-Spirit-in-the-Gatheringpdf.pdf,pdf,2c1fad6d2f928c5ac8d08864aca78f005e886793e6f0220f6c9cbf0cbed182fe
Shepherding / Ministering,,Looking Out For The Hidden Crisis.pdf,https://missionaries.prod.byu-pathway.psdops.com/Looking-Out-For-The-Hidden-Crisis,./data/pdf/Looking-Out-For-The-Hidden-Crisispdf.pdf,pdf,bcbe370a0cfcd5429614d758d8c23bb27146dff3d0681064b132bc6e8c2c43b4
Shepherding / Ministering,,Missionary Student in Crisis Escalation Policy.pdf,https://missionaries.prod.byu-pathway.psdops.com/Missionary-Student-in-Crisis-Escalation-Policy,./data/pdf/Missionary-Student-in-Crisis-Escalation-Policypdf.pdf,pdf,d2e69372bf17e3fdb36fdf5b385c68f036dc40b8dd37bd3d53f78e5e927e73d5
Shepherding / Ministering,,New Student New Missionary.pdf,https://missionaries.prod.byu-pathway.psdops.com/New-Student-New-Missionary,./data/pdf/New-Student-New-Missionarypdf.pdf,pdf,d536c4f51df76553319737c4df06f4ddd95db883bce20e1081edcebf1144d122
Shepherding / Ministering,,New Student Visit Instructions.pdf,https://missionaries.prod.byu-pathway.psdops.com/New-Student-Visit-Instructions,./data/pdf/New-Student-Visit-Instructionspdf.pdf,pdf,4b1111f7a3a6850b7bdba1b0a8a633c064cc3b8a70d65e04ba1575f87e1dd82e
Shepherding / Ministering,,Providing Christlike Feedback.pdf,https://missionaries.prod.byu-pathway.psdops.com/Providing-Christlike-Feedback,./data/pdf/Providing-Christlike-Feedbackpdf.pdf,pdf,906c47c874aa84dd4a59f7f7740ad96e5e5188c06599fc9a6014e85cae119643
Shepherding / Ministering,,Resources for New and Continuing Students.png,https://missionaries.prod.byu-pathway.psdops.com/Resources-for-New-and-Continuing-Students.png,./data/others/Resources-for-New-and-Continuing-Studentspng.png,png,77b16813c65cbc515f7d8827e632988e639d14f316f477a4d63b66fc86017f02
Shepherding / Ministering,,SHEP - Building a Community of Friendship.pdf,https://missionaries.prod.byu-pathway.psdops.com/SHEP-Building-a-Community-of-Friendship,./data/pdf/SHEP---Building-a-Community-of-Friendshippdf.pdf,pdf,6346ae95bc67d5435b2ddba1363342ae26158c85496930684f8b614f2a543477
Shepherding / Ministering,,SHEP - Lending Money to Students.pdf,https://missionaries.prod.byu-pathway.psdops.com/SHEP-Lending-Money-to-Students,./data/pdf/SHEP---Lending-Money-to-Studentspdf.pdf,pdf,f765808645ff2bfd64c0f308b2f69f1337f1aad7b7b592ba2a14191ff15be32c
Shepherding / Ministering,,Shepherd with Charity.pdf,https://missionaries.prod.byu-pathway.psdops.com/Shepherd-with-Charity,./data/pdf/Shepherd-with-Charitypdf.pdf,pdf,49658efa3dd0cae31e8581f86262f35388c1a2266c5f8fca402f079829c2b324
Shepherding / Ministering,,Student Issue Escalate Process.pdf,https://missionaries.prod.byu-pathway.psdops.com/student-issues-escalate-process,./data/pdf/Student-Issue-Escalate-Processpdf.pdf,pdf,9368fc65c1886cd943910a6ea49305ad6393f7d7859c9e289bbca71e15697e5a
Shepherding / Ministering,,Support Options for Students.pdf,https://missionaries.prod.byu-pathway.psdops.com/SupportOptionsforStudents,./data/pdf/Support-Options-for-Studentspdf.pdf,pdf,f1190be575becf5f516ccd1e56cea435233abd122560513321d21161ec82c7e9
Shepherding / Ministering,,Support Students with Disabilities.pdf,https://missionaries.prod.byu-pathway.psdops.com/Support-Students-with-Disabilities,./data/pdf/Support-Students-with-Disabilitiespdf.pdf,pdf,ba66fc140a8aa261391cd2bb22c6330dc3b0cc1a9d74af4f6fcb11b5f130f216
Shepherding / Ministering,,"The 3 P's Purpose, Power, & Plan.pdf","https://missionaries.prod.byu-pathway.psdops.com/The-3-P's-Purpose,-Power,-&-Plan",./data/pdf/The--Ps-Purpose-Power--Planpdf.pdf,pdf,8995de8359a42b2519fc53eec24790b3faec9683f09728891c0d96cc1d2ddd1d
Shepherding / Ministering,,Using BYUPW Support Knowledge Articles.pdf,https://missionaries.prod.byu-pathway.psdops.com/Using-BYUPW-Support-Knowledge-Articles,./data/pdf/Using-BYUPW-Support-Knowledge-Articlespdf.pdf,pdf,195352aea2bda5641631964b1231d27b198c0519948458d7f920083be8972c00
Student/Learner Portal,,Learning Platform Walkthrough,https://missionaries.prod.byu-pathway.psdops.com/Learning-Platform-Walkthrough,./data/pdf/Learning-Platform-Walkthrough.pdf,pdf,2f40c84fcc2a386dfc0b8586d681d161415d044bd7e462986d5cffd88fef1acc
Student Software & Uses,"Student Helps, Needs & Information",Delayed Access to Microsoft Office Suite Download.pdf,https://missionaries.prod.byu-pathway.psdops.com/Delayed-Access-to-Microsoft-Office-Suite-Download,./data/pdf/Delayed-Access-to-Microsoft-Office-Suite-Downloadpdf.pdf,pdf,84021a601ef6c559953fc4ea2f6b5af6cb5d0c934b7415ac97a0e87dcd45c648
Student Software & Uses,"Student Helps, Needs & Information","Hardware and Software in PC 101, 102, and 103.pdf","https://missionaries.prod.byu-pathway.psdops.com/Hardware-and-Software-in-PC-101,-102,-and-103",./data/pdf/Hardware-and-Software-in-PC---and-pdf.pdf,pdf,af608d52aa10e19626a2b2fce88d3eec03716638e4d8b093cb2ec8538bdcd59e
Webinars and Special Training,,Flier Webinar US Canada Missionaries Fall 2021.pdf,https://missionaries.prod.byu-pathway.psdops.com/Flier-Webinar-US-Canada-Missionaries-Fall-2021,./data/pdf/Flier-Webinar-US-Canada-Missionaries-Fall-pdf.pdf,pdf,8751137b2599bfeefde1ff80825c8f496c38443082091a89934273be8521864a
Webinars and Special Training,,Webinar Domesitic August 8 (English).pdf,https://missionaries.prod.byu-pathway.psdops.com/Webinar-Domesitic-August-8-(English),./data/pdf/Webinar-Domesitic-August--Englishpdf.pdf,pdf,6e0eeaee04cc4da84d60ea83fddbf416ee47e1966abf53c0fee613473c7a9379
Webinars and Special Training,,Webinar Domestic Agosto 8 (Spanish).pdf,https://missionaries.prod.byu-pathway.psdops.com/Webinar-Domestic-Agosto-8-(Spanish),./data/pdf/Webinar-Domestic-Agosto--Spanishpdf.pdf,pdf,bfa521071834d1d716b0f8a0a03cd9331baa5b91b96a7affe60a1e2460b080e2
Webinars and Special Training,,Webinar Domestic August 15 (YSA).pdf,https://missionaries.prod.byu-pathway.psdops.com/Webinar-Domestic-August-15-(YSA),./data/pdf/Webinar-Domestic-August--YSApdf.pdf,pdf,88ea249da30cae9b729c0a4933848561fda6c2bfb15c615513597e73a8638d82
Webinars and Special Training,,Webinar Domestic August 22 (English).pdf,https://missionaries.prod.byu-pathway.psdops.com/Webinar-Domestic-August-22-(English),./data/pdf/Webinar-Domestic-August--Englishpdf.pdf,pdf,d1537b3c8dd87a698d8e5fca25108e0bbc15a352f1fe9b9b0bcbb87df42e3104
WhatsApp,,Downloading WhatsApp to a Computer.pdf,https://missionaries.prod.byu-pathway.psdops.com/Downloading-WhatsApp-to-a-Computer,./data/pdf/Downloading-WhatsApp-to-a-Computerpdf.pdf,pdf,ebd2b69eaa722a38979d2b401914769dce01ef563c6ac6e4959ef69645f022ab
Zoom,Zoom Accounts for Missionaries,Activate Your New Zoom Account.pdf,https://missionaries.prod.byu-pathway.psdops.com/Activate-Your-New-Zoom-Account,./data/pdf/Activate-Your-New-Zoom-Accountpdf.pdf,pdf,57c71cf192a17377272a75db7ac50b575b4fb874419845677dbd20f6562b9600
Zoom,Zoom Accounts for Missionaries,Download and Install Zoom for Mac.pdf,https://missionaries.prod.byu-pathway.psdops.com/Download-and-Install-Zoom-for-Mac,./data/pdf/Download-and-Install-Zoom-for-Macpdf.pdf,pdf,a858379c8b8eb7391bfc33591ac77f4d5239cad2ea23e648a11c0603faf73791
Zoom,Zoom Accounts for Missionaries,Download and Install Zoom for PC.pdf,https://missionaries.prod.byu-pathway.psdops.com/Download-and-Install-Zoom-for-PC,./data/pdf/Download-and-Install-Zoom-for-PCpdf.pdf,pdf,865607cadff382ab39d2275038ef362e66548fde3fa870e441c6ebe96eefa2f8
Zoom,Zoom Accounts for Missionaries,Mac Zoom Installation.pdf,https://missionaries.prod.byu-pathway.psdops.com/Mac-Zoom-Installation,./data/pdf/Mac-Zoom-Installationpdf.pdf,pdf,99b6328a784db882ef3dbf017cc798beefb269d687921e2198f12746a9a17f13
Zoom,Zoom Accounts for Missionaries,Merge Your Zoom Account.pdf,https://missionaries.prod.byu-pathway.psdops.com/Merge-Your-Zoom-Account,./data/pdf/Merge-Your-Zoom-Accountpdf.pdf,pdf,d7853276363c84c8000dcd88eb4807faf8d0f6180a4b3878e773bfe4a75f3eb8
Zoom,How Missionaries are to Use Zoom,Log in to the Zoom Website.pdf,https://missionaries.prod.byu-pathway.psdops.com/Log-in-to-the-Zoom-Website,./data/pdf/Log-in-to-the-Zoom-Websitepdf.pdf,pdf,0c94ad2aa0ef737ce33b2e56d0fc7256eb59dde7019b3efa405beb9c7619f398
Zoom,How Missionaries are to Use Zoom,Opening Your Zoom Room.pdf,https://missionaries.prod.byu-pathway.psdops.com/Opening-Your-Zoom-Room,./data/pdf/Opening-Your-Zoom-Roompdf.pdf,pdf,a16d0fa85316bb261575f3e3ec366aa48e5debfd3da865fc904f159c5a210959
Zoom,Zoom Policies and Usage for Missionaries,Using Your Zoom Room During the Week.pdf,https://missionaries.prod.byu-pathway.psdops.com/Using-Your-Zoom-Room-During-the-Week,./data/pdf/Using-Your-Zoom-Room-During-the-Weekpdf.pdf,pdf,3b69d588aa14a10436672c65c0c65ef61b84537f8d98358eb59caa9c81a42220
Zoom,Zoom and Devices,Tips for Zoom on a Mobile App.pdf,https://missionaries.prod.byu-pathway.psdops.com/Tips-for-Zoom-on-a-Mobile-App,./data/pdf/Tips-for-Zoom-on-a-Mobile-Apppdf.pdf,pdf,bfbea0fe07dba09c3afbf02224194831849b4682e8cc17d4a3dbed7e1cf4bee9
Zoom,Breakout Rooms,Breakout Room Basics.pdf,https://missionaries.prod.byu-pathway.psdops.com/Breakout-Room-Basics,./data/pdf/Breakout-Room-Basicspdf.pdf,pdf,c13135ea709ad3b25647150bc4c63d94200e875f48e444ec7fb5f7e7a5188988
Zoom,Breakout Rooms,Breakout Rooms - Manual Creation.pdf,https://missionaries.prod.byu-pathway.psdops.com/Breakout-Room-Manual-Creation,./data/pdf/Breakout-Rooms---Manual-Creationpdf.pdf,pdf,adb6cc475d98c2133b02221ab68e90d93d9c4f9f42848e18238b358a268fee85
Zoom,Breakout Rooms,Communicate to All Breakout Rooms.pdf,https://missionaries.prod.byu-pathway.psdops.com/Communicate-to-All-Breakout-Rooms,./data/pdf/Communicate-to-All-Breakout-Roomspdf.pdf,pdf,c95946fe6ddb1272706b76ffc12b6798a1cd0193952d44428a6809003d6553d7
Zoom,Share Screen,Share Audio and Video.pdf,https://missionaries.prod.byu-pathway.psdops.com/Share-Audio-and-Video,./data/pdf/Share-Audio-and-Videopdf.pdf,pdf,b01e3b517e7c639f61694d669b00de6e0dd036ea7372bddf6bb0a0c4968c1e72
Zoom,Share Screen,Share Multiple Screens.pdf,https://missionaries.prod.byu-pathway.psdops.com/Share-Multiple-Screens,./data/pdf/Share-Multiple-Screenspdf.pdf,pdf,08a6c949446e43f5bd59d22079e97ffa1bc6ea8b26e77df8679fb6438ad21ebd
Zoom,Share Screen,Share Screen to All Breakout Rooms.pdf,https://missionaries.prod.byu-pathway.psdops.com/Share-Screen-to-All-Breakout-Rooms,./data/pdf/Share-Screen-to-All-Breakout-Roomspdf.pdf,pdf,516cc63aac44c18e7eb3ec1490e5cab78555c9ffc81d7cdf4eea6384529bece5
Zoom,Share Screen,Share Your Screen in Zoom.pdf,https://missionaries.prod.byu-pathway.psdops.com/Share-Your-Screen-in-Zoom,./data/pdf/Share-Your-Screen-in-Zoompdf.pdf,pdf,e3d4cf992996ea0310912ab4ff876cce4b30556522bcf4909482d6663d258d5d
Zoom,Host,Claim Host When Substituting.pdf,https://missionaries.prod.byu-pathway.psdops.com/Claim-Host-When-Substituting,./data/pdf/Claim-Host-When-Substitutingpdf.pdf,pdf,9eb7780847cef9b450ef145c6374b2503b857fd918f96a0a5235038c8c37179f
Zoom,Host,Assigning a Host During a Gathering.pdf,https://missionaries.prod.byu-pathway.psdops.com/Assigning-a-Host-During-a-Gathering,./data/pdf/Assigning-a-Host-During-a-Gatheringpdf.pdf,pdf,5bcd9cc4dc5423d34adb3a00a87f172cd02c355b2fd63ae69dd806aae5e8b9e9
Zoom,Host Key,Finding or Updating Your Host Key.pdf,https://missionaries.prod.byu-pathway.psdops.com/Finding-or-Updating-Your-Host-Key,./data/pdf/Finding-or-Updating-Your-Host-Keypdf.pdf,pdf,a82bc260e0f0a7b840dacde4fd61c80a4b22b470869877533a58d8fdf243b810
Zoom,Co-Host,Assigning a Cohost.pdf,https://missionaries.prod.byu-pathway.psdops.com/Assigning-a-Cohost,./data/pdf/Assigning-a-Cohostpdf.pdf,pdf,45d77453f568a68ba63ed994fb8c78f97ca8479bede5e7969c7f4c9f8100cec4
Zoom,Chat,Chat.pdf,https://missionaries.prod.byu-pathway.psdops.com/Chat,./data/pdf/Chatpdf.pdf,pdf,7e703db26d3f08f01db6076aee37f7bf05426fb9dafa462682eebabd63f91631
Zoom,Update Zoom Software,Checking for Updates.pdf,https://missionaries.prod.byu-pathway.psdops.com/Checking-for-Updates,./data/pdf/Checking-for-Updatespdf.pdf,pdf,c80026b0cac55427add65038254cffd125e79761c0b828d49f0106f26a789ce6
Zoom,Update Zoom Software,Updating Your Profile Settings.pdf,https://missionaries.prod.byu-pathway.psdops.com/Updating-Your-Profile-Settings,./data/pdf/Updating-Your-Profile-Settingspdf.pdf,pdf,9899a731fcc599b85717a402d1173d2dcecaca2d6c2e2463c90ed38eb0e13607
Zoom,Update Zoom Software,Updating Your Zoom Room Passcode.pdf,https://missionaries.prod.byu-pathway.psdops.com/Updating-Your-Zoom-Room-Passcode,./data/pdf/Updating-Your-Zoom-Room-Passcodepdf.pdf,pdf,226ffd12b25d1ea05019c648f41d771b2a77dd120e4a7255c54b8bfbcd137f20
Zoom,Joining a Zoom Meeting,How Students Access Your Zoom Room.pdf,https://missionaries.prod.byu-pathway.psdops.com/How-Students-Access-Your-Zoom-Room,./data/pdf/How-Students-Access-Your-Zoom-Roompdf.pdf,pdf,90b858bcbfe5290b691004bf01602584db82848ef2eeec182777d8a0b501ae3a
Zoom,Joining a Zoom Meeting,Joining A Zoom Meeting.pdf,https://missionaries.prod.byu-pathway.psdops.com/Joining-A-Zoom-Meeting,./data/pdf/Joining-A-Zoom-Meetingpdf.pdf,pdf,5c38957f076883cdc177d55b21a155b06fef015b555f008d82517046451a1aaf
Zoom,Joining a Zoom Meeting,Zoom Find and Share Your Zoom Room Link.pdf,https://missionaries.prod.byu-pathway.psdops.com/Zoom-Find-and-Share-Link,./data/pdf/Zoom-Find-and-Share-Your-Zoom-Room-Linkpdf.pdf,pdf,23d731d6c593334ade26ec33c0d76f31f8d80b31bcc394e8c7b4b2ff4f230a7f
Zoom,Zoom Room Views,Gallery and Speaker View.pdf,https://missionaries.prod.byu-pathway.psdops.com/Gallery-and-Speaker-View,./data/pdf/Gallery-and-Speaker-Viewpdf.pdf,pdf,650b0591bb2db3c2adfba5123cdb16c1d91a8fda1d0c236a7957a9e388d91702
Zoom,Zoom Features,How to Show Participant Names.pdf,https://missionaries.prod.byu-pathway.psdops.com/How-to-Show-Participant-Names,./data/pdf/How-to-Show-Participant-Namespdf.pdf,pdf,e3c1f7590afdec9900501f3d2ad3dc3b8430ccd965d301ae511b405d5cf5aea3
Zoom,Zoom Features,Learn the Basic Features of Zoom.pdf,https://missionaries.prod.byu-pathway.psdops.com/Learn-the-Basic-Features-of-Zoom,./data/pdf/Learn-the-Basic-Features-of-Zoompdf.pdf,pdf,f9e1dbdadea9cc16691b81c92692c2b6015ee9837f9e173f229692d24fe383b6
Zoom,Zoom Features,Zoom-Feature-Overview.pdf,https://missionaries.prod.byu-pathway.psdops.com/Zoom-Feature-Overview,./data/pdf/Zoom-Feature-Overviewpdf.pdf,pdf,1b49cfbe52a2194b302e189aeeefdd0c9bb51a3c4deb1a7dbb952192603b6aa3
Zoom,Whiteboards,Sharing a Whiteboard.pdf,https://missionaries.prod.byu-pathway.psdops.com/Sharing-a-Whiteboard,./data/pdf/Sharing-a-Whiteboardpdf.pdf,pdf,56bb697e18303462ab18ca5cbcd9de35262c1cb9d9436bfa3b213af5fdbc0ed1
Zoom,Whiteboards,Zoom Online Whiteboards.pdf,https://missionaries.prod.byu-pathway.psdops.com/Zoom-Online-Whiteboards,./data/pdf/Zoom-Online-Whiteboardspdf.pdf,pdf,af88f6d4eb345b4320b53dea3b57557256ef63f1390fea8e3b711080982a20b8
Zoom,Record,Policy - Zoom Recordings.pdf,https://missionaries.prod.byu-pathway.psdops.com/Policy-Zoom-Recordings,./data/pdf/Policy---Zoom-Recordingspdf.pdf,pdf,ebd3d712b02afaf45ecdf28507aaebc06b5d705cf37c588460639ad51e3043e7
Zoom,Security,Security.pdf,https://missionaries.prod.byu-pathway.psdops.com/Security,./data/pdf/Securitypdf.pdf,pdf,b3d29677a56e5c678b0411b0a0b8473c8a10dab2408a90482f768c26f58ff97e
Zoom,Video Settings,Video Settings.pdf,https://missionaries.prod.byu-pathway.psdops.com/Video-Settings,./data/pdf/Video-Settingspdf.pdf,pdf,effb9fa3a8f6a4ad20b4713c98acca978fefa569090b8608d31bb2dff1fbdc97
1. Background and Foundation,,"1.1 The History of PathwayConnect, Online Learning and the Creation of BYU-Pathway Worldwide",https://www.byupathway.edu/policies/handbook/1-1-the-history-of-pathwayconnect-online-learning-and-the-creation-of-byu-pathway-worldwide,./data/html/-The-History-of-PathwayConnect-Online-Learning-and-the-Creation-of-BYU-Pathway-Worldwide.html,html,17db3148e5ffce59d5176a90413d0e100e62fc35b53cf22a06c0e330c31fafbd
1. Background and Foundation,,1.2 Institutes of Religion & PEF/ Self-Reliance Centers,https://www.byupathway.edu/policies/handbook/1-2-institutes-of-religion-pef-self-reliance-centers,./data/html/-Institutes-of-Religion--PEF-Self-Reliance-Centers.html,html,a49c818730798ed98e4b4dcd0afaa9e8aec94d7ae107a429e879a24a92c4277c
1. Background and Foundation,,1.3 Program Objectives,https://www.byupathway.edu/policies/handbook/1-3-program-objectives,./data/html/-Program-Objectives.html,html,4f81b4aa7601eb7ff4e923d52fb6de23c2829d10e49500eeae2ab9a59f1ed4cd
1. Background and Foundation,,1.4 Program Structure & Requirements,https://www.byupathway.edu/policies/handbook/1-4-program-structure-requirements,./data/html/-Program-Structure--Requirements.html,html,6161224a046e95073108a41738fc7e3417f510cd7293b93be8f314e9559cea3a
2. Admission and Tuition,,2.1 Application Process,https://www.byupathway.edu/policies/handbook/2-1-application-process-re,./data/html/-Application-Process.html,html,5184d2e1cb04631b6d6f20fd6e24b85a31afa1144f6f0ab93071edc8d6018ce4
